"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
615,0,3,"male",35,0,0,"364512",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",35,"Adult","Adult","Not Mother",0
616,1,2,"female",24,1,2,"220845",65,"Missing","S","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
617,0,3,"male",34,1,1,"347080",14.4,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
618,0,3,"female",26,1,0,"A/5. 3336",16.1,"Missing","S","Mrs","1&2","0",2,"2&3","A","Letter","Lowest","no",3,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
619,1,2,"female",4,2,1,"230136",39,"F4","S","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Known","F","CF","age_known",4,"Child","Child","Not Mother",0
620,0,2,"male",26,0,0,"31028",10.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
621,0,3,"male",27,1,0,"2659",14.4542,"Missing","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
622,1,1,"male",42,1,0,"11753",52.5542,"D19","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_known",42,"Adult","Adult","Not Mother",0
623,1,3,"male",20,1,1,"2653",15.7417,"Missing","C","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
624,0,3,"male",21,0,0,"350029",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
625,0,3,"male",21,0,0,"54636",16.1,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
626,0,1,"male",61,0,0,"36963",32.3208,"D50","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","D","BDE","age_known",61,"Adult","Adult","Not Mother",0
627,0,2,"male",57,0,0,"219533",12.35,"Missing","Q","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",57,"Adult","Adult","Not Mother",0
628,1,1,"female",21,0,0,"13502",77.9583,"D9","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",21,"Adult","Adult","Not Mother",1
629,0,3,"male",26,0,0,"349224",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
630,0,3,"male",NA,0,0,"334912",7.7333,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
631,1,1,"male",80,0,0,"27042",30,"A23","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","A","A","age_known",80,"Adult","Adult","Not Mother",0
632,0,3,"male",51,0,0,"347743",7.0542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",51,"Adult","Adult","Not Mother",0
633,1,1,"male",32,0,0,"13214",30.5,"B50","C","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","B","BDE","age_known",32,"Adult","Adult","Not Mother",0
634,0,1,"male",NA,0,0,"112052",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",58,"Adult","Adult","Not Mother",0
635,0,3,"female",9,3,2,"347088",27.9,"Missing","S","Miss","3+","1-3",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
636,1,2,"female",28,0,0,"237668",13,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",1
637,0,3,"male",32,0,0,"STON/O 2. 3101292",7.925,"Missing","S","Mr","0","0",1,"1&7","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
638,0,2,"male",31,1,1,"C.A. 31921",26.25,"Missing","S","Mr","1&2","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
639,0,3,"female",41,0,5,"3101295",39.6875,"Missing","S","Mrs","0","4+",6,"6","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",41,"Adult","Adult","Mother",0
640,0,3,"male",NA,1,0,"376564",16.1,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",24,"Adult","Adult","Not Mother",0
641,0,3,"male",20,0,0,"350050",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
642,1,1,"female",24,0,0,"PC 17477",69.3,"B35","C","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","B","BDE","age_known",24,"Adult","Adult","Not Mother",1
643,0,3,"female",2,3,2,"347088",27.9,"Missing","S","Miss","3+","1-3",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",2,"Child","Child","Not Mother",0
644,1,3,"male",NA,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_missing",41,"Adult","Adult","Not Mother",0
645,1,3,"female",0.75,2,1,"2666",19.2583,"Missing","C","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",0.75,"Child","Child","Not Mother",0
646,1,1,"male",48,1,0,"PC 17572",76.7292,"D33","C","Mr","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","D","BDE","age_known",48,"Adult","Adult","Not Mother",0
647,0,3,"male",19,0,0,"349231",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
648,1,1,"male",56,0,0,"13213",35.5,"A26","C","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","A","A","age_known",56,"Adult","Adult","Not Mother",0
649,0,3,"male",NA,0,0,"S.O./P.P. 751",7.55,"Missing","S","Mr","0","0",1,"1&7","SO","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
650,1,3,"female",23,0,0,"CA. 2314",7.55,"Missing","S","Miss","0","0",1,"1&7","CA","Letter","Medium","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",1
651,0,3,"male",NA,0,0,"349221",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
652,1,2,"female",18,0,1,"231919",23,"Missing","S","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
653,0,3,"male",21,0,0,"8475",8.4333,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
654,1,3,"female",NA,0,0,"330919",7.8292,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",25,"Adult","Adult","Not Mother",1
655,0,3,"female",18,0,0,"365226",6.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",1
656,0,2,"male",24,2,0,"S.O.C. 14879",73.5,"Missing","S","Mr","1&2","0",3,"2&3","SOC","Letter","Lowest","yes",4,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
657,0,3,"male",NA,0,0,"349223",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
658,0,3,"female",32,1,1,"364849",15.5,"Missing","Q","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",32,"Adult","Adult","Mother",0
659,0,2,"male",23,0,0,"29751",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
660,0,1,"male",58,0,2,"35273",113.275,"D48","C","Mr","0","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",58,"Adult","Adult","Not Mother",0
661,1,1,"male",50,2,0,"PC 17611",133.65,"Missing","S","Rare Title","1&2","0",3,"2&3","PC","Letter","High","yes",4,"Missing","M","Missing","age_known",50,"Adult","Adult","Not Mother",0
662,0,3,"male",40,0,0,"2623",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
663,0,1,"male",47,0,0,"5727",25.5875,"E58","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","E","BDE","age_known",47,"Adult","Adult","Not Mother",0
664,0,3,"male",36,0,0,"349210",7.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
665,1,3,"male",20,1,0,"STON/O 2. 3101285",7.925,"Missing","S","Mr","1&2","0",2,"2&3","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
666,0,2,"male",32,2,0,"S.O.C. 14879",73.5,"Missing","S","Mr","1&2","0",3,"2&3","SOC","Letter","Lowest","yes",4,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
667,0,2,"male",25,0,0,"234686",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
668,0,3,"male",NA,0,0,"312993",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
669,0,3,"male",43,0,0,"A/5 3536",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",43,"Adult","Adult","Not Mother",0
670,1,1,"female",NA,1,0,"19996",52,"C126","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","C","CF","age_missing",40,"Adult","Adult","Not Mother",0
671,1,2,"female",40,1,1,"29750",39,"Missing","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",40,"Adult","Adult","Mother",0
672,0,1,"male",31,1,0,"F.C. 12750",52,"B71","S","Mr","1&2","0",2,"2&3","FC","Letter","High","no",4,"Known","B","BDE","age_known",31,"Adult","Adult","Not Mother",0
673,0,2,"male",70,0,0,"C.A. 24580",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",70,"Adult","Adult","Not Mother",0
674,1,2,"male",31,0,0,"244270",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
675,0,2,"male",NA,0,0,"239856",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",28,"Adult","Adult","Not Mother",0
676,0,3,"male",18,0,0,"349912",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
677,0,3,"male",24.5,0,0,"342826",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24.5,"Adult","Adult","Not Mother",0
678,1,3,"female",18,0,0,"4138",9.8417,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",1
679,0,3,"female",43,1,6,"CA 2144",46.9,"Missing","S","Mrs","1&2","4+",8,"8","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",43,"Adult","Adult","Mother",0
680,1,1,"male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C","Mr","0","1-3",2,"2&3","PC","Letter","High","yes",4,"Known","B","BDE","age_known",36,"Adult","Adult","Not Mother",0
681,0,3,"female",NA,0,0,"330935",8.1375,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",1
682,1,1,"male",27,0,0,"PC 17572",76.7292,"D49","C","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","D","BDE","age_known",27,"Adult","Adult","Not Mother",0
683,0,3,"male",20,0,0,"6563",9.225,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
684,0,3,"male",14,5,2,"CA 2144",46.9,"Missing","S","Mr","3+","1-3",8,"8","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",14,"Child","Child","Not Mother",0
685,0,2,"male",60,1,1,"29750",39,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",60,"Adult","Adult","Not Mother",0
686,0,2,"male",25,1,2,"SC/Paris 2123",41.5792,"Missing","C","Mr","1&2","1-3",4,"4","SC","Letter","High","no",4,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
687,0,3,"male",14,4,1,"3101295",39.6875,"Missing","S","Mr","3+","1-3",6,"6","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",14,"Child","Child","Not Mother",0
688,0,3,"male",19,0,0,"349228",10.1708,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
689,0,3,"male",18,0,0,"350036",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
690,1,1,"female",15,0,1,"24160",211.3375,"B5","S","Miss","0","1-3",2,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",15,"Child","Child","Not Mother",0
691,1,1,"male",31,1,0,"17474",57,"B20","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","B","BDE","age_known",31,"Adult","Adult","Not Mother",0
692,1,3,"female",4,0,1,"349256",13.4167,"Missing","C","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
693,1,3,"male",NA,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_missing",41,"Adult","Adult","Not Mother",0
694,0,3,"male",25,0,0,"2672",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
695,0,1,"male",60,0,0,"113800",26.55,"Missing","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",60,"Adult","Adult","Not Mother",0
696,0,2,"male",52,0,0,"248731",13.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",52,"Adult","Adult","Not Mother",0
697,0,3,"male",44,0,0,"363592",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",44,"Adult","Adult","Not Mother",0
698,1,3,"female",NA,0,0,"35852",7.7333,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",18,"Adult","Adult","Not Mother",1
699,0,1,"male",49,1,1,"17421",110.8833,"C68","C","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",49,"Adult","Adult","Not Mother",0
700,0,3,"male",42,0,0,"348121",7.65,"F G63","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Known","F","CF","age_known",42,"Adult","Adult","Not Mother",0
701,1,1,"female",18,1,0,"PC 17757",227.525,"C62 C64","C","Mrs","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",18,"Adult","Adult","Not Mother",0
702,1,1,"male",35,0,0,"PC 17475",26.2875,"E24","S","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Known","E","BDE","age_known",35,"Adult","Adult","Not Mother",0
703,0,3,"female",18,0,1,"2691",14.4542,"Missing","C","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
704,0,3,"male",25,0,0,"36864",7.7417,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
705,0,3,"male",26,1,0,"350025",7.8542,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
706,0,2,"male",39,0,0,"250655",26,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
707,1,2,"female",45,0,0,"223596",13.5,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",45,"Adult","Adult","Not Mother",1
708,1,1,"male",42,0,0,"PC 17476",26.2875,"E24","S","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Known","E","BDE","age_known",42,"Adult","Adult","Not Mother",0
709,1,1,"female",22,0,0,"113781",151.55,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
710,1,3,"male",NA,1,1,"2661",15.2458,"Missing","C","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",6,"Child","Child","Not Mother",0
711,1,1,"female",24,0,0,"PC 17482",49.5042,"C90","C","Miss","0","0",1,"1&7","PC","Letter","High","no",4,"Known","C","CF","age_known",24,"Adult","Adult","Not Mother",1
712,0,1,"male",NA,0,0,"113028",26.55,"C124","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_missing",43,"Adult","Adult","Not Mother",0
713,1,1,"male",48,1,0,"19996",52,"C126","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","C","CF","age_known",48,"Adult","Adult","Not Mother",0
714,0,3,"male",29,0,0,"7545",9.4833,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
715,0,2,"male",52,0,0,"250647",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",52,"Adult","Adult","Not Mother",0
716,0,3,"male",19,0,0,"348124",7.65,"F G73","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Known","F","CF","age_known",19,"Adult","Adult","Not Mother",0
717,1,1,"female",38,0,0,"PC 17757",227.525,"C45","C","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","C","CF","age_known",38,"Adult","Adult","Not Mother",1
718,1,2,"female",27,0,0,"34218",10.5,"E101","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Known","E","BDE","age_known",27,"Adult","Adult","Not Mother",1
719,0,3,"male",NA,0,0,"36568",15.5,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
720,0,3,"male",33,0,0,"347062",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
721,1,2,"female",6,0,1,"248727",33,"Missing","S","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",6,"Child","Child","Not Mother",0
722,0,3,"male",17,1,0,"350048",7.0542,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
723,0,2,"male",34,0,0,"12233",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
724,0,2,"male",50,0,0,"250643",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",50,"Adult","Adult","Not Mother",0
725,1,1,"male",27,1,0,"113806",53.1,"E8","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","E","BDE","age_known",27,"Adult","Adult","Not Mother",0
726,0,3,"male",20,0,0,"315094",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
727,1,2,"female",30,3,0,"31027",21,"Missing","S","Mrs","3+","0",4,"4","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
728,1,3,"female",NA,0,0,"36866",7.7375,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",1
729,0,2,"male",25,1,0,"236853",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
730,0,3,"female",25,1,0,"STON/O2. 3101271",7.925,"Missing","S","Miss","1&2","0",2,"2&3","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
731,1,1,"female",29,0,0,"24160",211.3375,"B5","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",29,"Adult","Adult","Not Mother",1
732,0,3,"male",11,0,0,"2699",18.7875,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",11,"Child","Child","Not Mother",0
733,0,2,"male",NA,0,0,"239855",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",39,"Adult","Adult","Not Mother",0
734,0,2,"male",23,0,0,"28425",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
735,0,2,"male",23,0,0,"233639",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
736,0,3,"male",28.5,0,0,"54636",16.1,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",28.5,"Adult","Adult","Not Mother",0
737,0,3,"female",48,1,3,"W./C. 6608",34.375,"Missing","S","Mrs","1&2","1-3",5,"5","W","Letter","Low","no",4,"Missing","M","Missing","age_known",48,"Adult","Adult","Mother",0
738,1,1,"male",35,0,0,"PC 17755",512.3292,"B101","C","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","B","BDE","age_known",35,"Adult","Adult","Not Mother",0
739,0,3,"male",NA,0,0,"349201",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
740,0,3,"male",NA,0,0,"349218",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
741,1,1,"male",NA,0,0,"16988",30,"D45","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_missing",58,"Adult","Adult","Not Mother",0
742,0,1,"male",36,1,0,"19877",78.85,"C46","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",36,"Adult","Adult","Not Mother",0
743,1,1,"female",21,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C","Miss","1&2","1-3",5,"5","PC","Letter","High","yes",4,"Known","B","BDE","age_known",21,"Adult","Adult","Not Mother",0
744,0,3,"male",24,1,0,"376566",16.1,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
745,1,3,"male",31,0,0,"STON/O 2. 3101288",7.925,"Missing","S","Mr","0","0",1,"1&7","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
746,0,1,"male",70,1,1,"WE/P 5735",71,"B22","S","Rare Title","1&2","1-3",3,"2&3","W","Letter","Low","yes",4,"Known","B","BDE","age_known",70,"Adult","Adult","Not Mother",0
747,0,3,"male",16,1,1,"C.A. 2673",20.25,"Missing","S","Mr","1&2","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",0
748,1,2,"female",30,0,0,"250648",13,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",1
749,0,1,"male",19,1,0,"113773",53.1,"D30","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_known",19,"Adult","Adult","Not Mother",0
750,0,3,"male",31,0,0,"335097",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
751,1,2,"female",4,1,1,"29103",23,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
752,1,3,"male",6,0,1,"392096",12.475,"E121","S","Master","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Known","E","BDE","age_known",6,"Child","Child","Not Mother",0
753,0,3,"male",33,0,0,"345780",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
754,0,3,"male",23,0,0,"349204",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
755,1,2,"female",48,1,2,"220845",65,"Missing","S","Mrs","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",48,"Adult","Adult","Mother",0
756,1,2,"male",0.67,1,1,"250649",14.5,"Missing","S","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",0.67,"Child","Child","Not Mother",0
757,0,3,"male",28,0,0,"350042",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
758,0,2,"male",18,0,0,"29108",11.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
759,0,3,"male",34,0,0,"363294",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
